year(Fecha);Ciudad;Semana;RH;PS,,
2020;Barranquilla;48;78,62714286;100,4685714
2010;Barranquilla;49;87,10714286;100,58
2010;Bogota;49;83,63571429;82,23
2010;Cali;49;87,27142857;79,17857143
2010;Medellin;49;91,66857143;81,50857143
2011;Barranquilla;49;82,26571429;100,4671429
2011;Bogota;49;87,78142857;82,16857143
2011;Cali;49;91,19;79,12428571
2011;Medellin;49;91,51857143;81,45142857
2012;Barranquilla;49;79,10142857;100,5757143
2012;Bogota;49;84,51857143;82,24714286
2012;Cali;49;89,73428571;79,21
2012;Medellin;49;90,34142857;81,53285714
2013;Bogota;49;83,92857143;82,31428571
2013;Cali;49;87,70714286;79,25571429
2013;Medellin;49;91,82;81,59428571
2014;Bogota;49;83,17285714;82,21142857
2014;Cali;49;88,47571429;79,15571429
2014;Medellin;49;94,23571429;81,48285714
2015;Barranquilla;49;82,38571429;100,5
2015;Bogota;49;71,39142857;82,32714286
2015;Cali;49;78,65714286;79,26857143
2015;Medellin;49;89,01;81,63142857
2016;Bogota;49;84,89857143;82,32857143
2016;Cali;49;90,97714286;79,26714286
2016;Medellin;49;92,99;81,61285714
2017;Barranquilla;49;84,05285714;100,4342857
2017;Bogota;49;80,56428571;82,21857143
2017;Cali;49;88,01428571;79,17857143
2017;Medellin;49;89,01428571;81,5
2018;Barranquilla;49;79,74857143;100,6871429
2018;Bogota;49;82,92571429;82,37428571
2018;Medellin;49;89,64857143;81,63857143
2019;Barranquilla;49;83,79428571;100,5742857
2019;Cali;49;87,71714286;79,27714286
2019;Medellin;49;88,37714286;81,62142857
2020;Bogota;49;75,11;82,28571429
2020;Cali;49;87,87142857;79,24285714
2020;Medellin;49;86,81142857;81,58285714
2010;Barranquilla;50;86,09714286;100,48
2010;Bogota;50;87,21;82,14
2010;Cali;50;89,75428571;79,9714286
2010;Medellin;50;91,32428571;81,42285714
2011;Barranquilla;50;88,06285714;100,5171429
2011;Bogota;50;87,34428571;82,20571429
2011;Cali;50;90,00142857;79,17571429
2011;Medellin;50;91,77142857;81,51428571
2012;Barranquilla;50;78,60714286;100,4614286
2012;Bogota;50;83,13285714;82,21857143
2012;Cali;50;86,38285714;79,17714286
2012;Medellin;50;89,99;81,51
2013;Barranquilla;50;80,66714286;100,4828571
2013;Bogota;50;81,09571429;82,23714286
2013;Cali;50;86,34571429;79,19428571
2013;Medellin;50;89,63428571;81,54285714
2014;Barranquilla;50;85,05571429;100,6614286
2014;Bogota;50;86,27142857;82,34571429
2014;Cali;50;90,05;79,28142857
2014;Medellin;50;91,26571429;81,61857143
2015;Barranquilla;50;82,78428571;100,4242857
2015;Bogota;50;70,15428571;82,25857143
2015;Cali;50;79,48285714;79,20428571
2016;Barranquilla;50;84,14285714;100,5685714
2016;Bogota;50;81,08857143;82,30714286
2016;Cali;50;88,90428571;79,26714286
2017;Barranquilla;50;79,60714286;100,6371429
2017;Bogota;50;84,05714286;82,31857143
2017;Cali;50;88,10714286;79,26142857
2018;Barranquilla;50;81,29428571;100,6985714
2018;Bogota;50;77,25285714;82,43714286
2018;Cali;50;83,68428571;79,35571429
2018;Medellin;50;89,61;81,70857143
2019;Barranquilla;50;81,28571429;100,5314286
2019;Bogota;50;84,74571429;82,26285714
2019;Cali;50;89,87857143;79,21142857
2019;Medellin;50;89,88;81,56
2020;Bogota;50;67,97714286;82,26714286
2020;Cali;50;85,95285714;79,22428571
2020;Medellin;50;85,35285714;81,56714286
2020;Barranquilla;50;74,51428571;100,5614286
2010;Barranquilla;51;83,67428571;100,6171429
2010;Bogota;51;84,88285714;82,22571429
2010;Cali;51;89,22142857;79,16428571
2010;Medellin;51;89,99;81,51428571
2011;Barranquilla;51;83,67;100,5185714
2011;Cali;51;88,88285714;79,15857143
2011;Medellin;51;89,69571429;81,49571429
2012;Barranquilla;51;77,17857143;100,5071429
2012;Bogota;51;83,46142857;82,19285714
2012;Cali;51;89,24428571;79,15285714
2012;Medellin;51;92,14571429;81,50571429
2013;Bogota;51;86,23857143;82,21
2013;Cali;51;89,92142857;79,16285714
2013;Medellin;51;92,68285714;81,48142857
2014;Bogota;51;81,14714286;82,26714286
2014;Cali;51;87,83;79,21428571
2014;Medellin;51;87,83;81,57428571
2015;Barranquilla;51;79,16142857;100,3714286
2015;Bogota;51;67,72;82,21142857
2015;Cali;51;76,88285714;79,15
2015;Medellin;51;83,51285714;81,51571429
2016;Barranquilla;51;81,7;100,5771429
2016;Bogota;51;83,11285714;82,27428571
2016;Cali;51;88,45857143;79,20428571
2016;Medellin;51;88,89285714;81,54857143
2017;Barranquilla;51;79,02857143;100,5485714
2017;Bogota;51;78,72285714;82,26428571
2017;Medellin;51;85,54428571;81,55142857
2018;Barranquilla;51;81,63857143;100,61
2018;Bogota;51;76,80857143;82,33285714
2018;Medellin;51;87,87;81,60857143
2019;Barranquilla;51;84,88571429;100,3671429
2019;Bogota;51;79,69571429;82,19
2019;Medellin;51;89,86428571;81,48857143
2020;Bogota;51;71,25428571;82,22571429
2020;Cali;51;88,82142857;79,17142857
2020;Medellin;51;87,36571429;81,50714286
2020;Barranquilla;51;76,09714286;100,5042857
2010;Barranquilla;52;85,13714286;100,4785714
2010;Bogota;52;80,82571429;82,18571429
2010;Cali;52;87,94857143;79,12714286
2010;Medellin;52;88,83571429;81,47714286
2011;Barranquilla;52;85,01285714;100,6014286
2011;Bogota;52;80,66;82,29571429
2011;Medellin;52;90,57285714;81,56714286
2012;Barranquilla;52;81,15142857;100,3785714
2012;Bogota;52;80,13142857;82,19285714
2012;Cali;52;84,41142857;79,12714286
2012;Medellin;52;89,80571429;81,48285714
2013;Bogota;52;81,24285714;82,27714286
2013;Cali;52;85,77571429;79,21
2013;Medellin;52;88,57714286;81,54571429
2014;Bogota;52;78,44571429;82,27571429
2014;Cali;52;83,43;79,21714286
2014;Medellin;52;87,92857143;81,58428571
2015;Barranquilla;52;76,73285714;100,3942857
2015;Bogota;52;59,67142857;82,22
2015;Cali;52;72,73285714;79,15857143
2015;Medellin;52;78,59714286;81,52142857
2016;Barranquilla;52;82,76;100,5514286
2016;Bogota;52;81,44285714;82,23142857
2016;Cali;52;89,56285714;79,18285714
2017;Barranquilla;52;82,01571429;100,6442857
2017;Bogota;52;86,98714286;82,30428571
2017;Cali;52;91,44;79,24428571
2017;Medellin;52;90,90714286;81,58714286
2018;Barranquilla;52;76,53571429;100,4471429
2018;Bogota;52;75,10428571;82,18714286
2018;Cali;52;79,13714286;79,9571429
2019;Barranquilla;52;84,81142857;100,3785714
2019;Bogota;52;80,98142857;82,20714286
2019;Cali;52;86,75571429;79,17
2019;Medellin;52;89,87571429;81,5
2020;Bogota;52;80,57285714;82,20142857
2020;Cali;52;91,03285714;79,17571429
2020;Medellin;52;89,15714286;81,48428571
2020;Barranquilla;52;78,09428571;100,5457143
2010;Barranquilla;53;82,39;100,46
2010;Cali;53;86,77;79,8
2010;Medellin;53;83,22;81,45
2011;Barranquilla;53;85,21;100,54
2011;Bogota;53;76,52;82,25
2011;Cali;53;87,39;79,21
2011;Medellin;53;86,9;81,54
2012;Barranquilla;53;75,44;100,565
2012;Bogota;53;74,89;82,295
2012;Cali;53;83,28;79,235
2012;Medellin;53;85,45;81,61
2013;Barranquilla;53;75,23;100,47
2013;Bogota;53;77,29;82,23
2013;Cali;53;83,52;79,2
2013;Medellin;53;88,59;81,55
2014;Barranquilla;53;76,28;100,53
2014;Bogota;53;75,54;82,27
2014;Medellin;53;84,46;81,57
2015;Barranquilla;53;75,5;100,37
2015;Bogota;53;63,49;82,2
2015;Cali;53;72,72;79,16
2016;Barranquilla;53;84,755;100,585
2016;Bogota;53;83,205;82,305
2016;Cali;53;88,725;79,22
2016;Medellin;53;89,44;81,57
2017;Barranquilla;53;84,12;100,77
2017;Bogota;53;87,53;82,43
2017;Cali;53;93,29;79,33
2017;Medellin;53;90,11;81,69
2018;Barranquilla;53;77,01;100,45
2018;Bogota;53;75,16;82,2
2018;Cali;53;76,13;79,1
2019;Barranquilla;53;78,42;100,56
2019;Bogota;53;88,27;82,3
2019;Cali;53;90,49;79,25
2019;Medellin;53;93,9;81,6
2020;Barranquilla;53;75,745;100,61
2020;Bogota;53;87,6;82,245
2020;Cali;53;92,665;79,185
